channel	osName	FxVer	surveyName	datestamp	score	N
release	Windows_NT	v49	heartbeat-by-user-first-impression	2017-01-09	4.23809523809524	21
release	Windows_NT	v49	heartbeat-by-user-first-impression	2017-01-10	4.1	10
release	Windows_NT	v49	heartbeat-by-user-first-impression	2017-01-11	5	1
release	Windows_NT	v49	heartbeat-by-user-first-impression	2017-01-17	1	1
release	Windows_NT	v49	heartbeat-by-user-first-impression	2017-01-19	4	1
release	Windows_NT	v49	heartbeat-by-user-first-impression	2017-01-23	5	1
release	Windows_NT	v49	heartbeat-by-user-first-impression	2017-01-25	5	1
release	Windows_NT	v49	heartbeat-by-user-first-impression	2017-01-28	5	1
release	Windows_NT	v49	heartbeat-by-user-first-impression	2017-01-30	3	1
release	Windows_NT	v49	heartbeat-survey-recruitment 	2016-10-10	3.81818181818182	11
release	Windows_NT	v49	heartbeat-survey-recruitment 	2016-10-11	4.24	25
release	Windows_NT	v49	heartbeat-survey-recruitment 	2016-10-12	4.25	24
release	Windows_NT	v49	heartbeat-survey-recruitment 	2016-10-13	3.8695652173913	23
release	Windows_NT	v49	heartbeat-survey-recruitment 	2016-10-14	4.43137254901961	51
release	Windows_NT	v49	heartbeat-survey-recruitment 	2016-10-15	3.57142857142857	28
release	Windows_NT	v49	heartbeat-survey-recruitment 	2016-10-16	4.53658536585366	41
release	Windows_NT	v49	heartbeat-survey-recruitment 	2016-10-17	4.21212121212121	33
release	Windows_NT	v49	heartbeat-survey-recruitment 	2016-10-18	4.48571428571429	35
release	Windows_NT	v49	heartbeat-survey-recruitment 	2016-10-19	4.21951219512195	41
release	Windows_NT	v49	heartbeat-survey-recruitment 	2016-10-20	4.14691943127962	844
release	Windows_NT	v49	heartbeat-survey-recruitment 	2016-10-21	4.30454140694568	1123
release	Windows_NT	v49	heartbeat-survey-recruitment 	2016-10-22	4.22809667673716	662
release	Windows_NT	v49	heartbeat-survey-recruitment 	2016-10-23	4.20299500831947	601
release	Windows_NT	v49	heartbeat-survey-recruitment 	2016-10-24	4.10136452241715	513
release	Windows_NT	v49	heartbeat-survey-recruitment 	2016-10-25	4.15492957746479	71
release	Windows_NT	v49	heartbeat-survey-recruitment 	2016-10-26	4.13467048710602	349
release	Windows_NT	v49	heartbeat-survey-recruitment 	2016-10-27	4.1772972972973	925
release	Windows_NT	v49	heartbeat-survey-recruitment 	2016-10-28	4.2103487064117	889
release	Windows_NT	v49	heartbeat-survey-recruitment 	2016-10-29	4.25117739403454	637
release	Windows_NT	v49	heartbeat-survey-recruitment 	2016-10-30	4.16768292682927	656
release	Windows_NT	v49	heartbeat-survey-recruitment 	2016-10-31	4.19324324324324	740
release	Windows_NT	v49	heartbeat-survey-recruitment 	2016-11-01	4.25675675675676	518
release	Windows_NT	v49	heartbeat-survey-recruitment 	2016-11-02	4.23991031390134	446
release	Windows_NT	v49	heartbeat-survey-recruitment 	2016-11-03	4.21979434447301	778
release	Windows_NT	v49	heartbeat-survey-recruitment 	2016-11-04	4.22663551401869	428
release	Windows_NT	v49	heartbeat-survey-recruitment 	2016-11-05	3.2	5
release	Windows_NT	v49	heartbeat-survey-recruitment 	2016-11-07	4.05870020964361	477
release	Windows_NT	v49	heartbeat-survey-recruitment 	2016-11-08	4.17575083426029	899
release	Windows_NT	v49	heartbeat-survey-recruitment 	2016-11-09	4.09575923392613	731
release	Windows_NT	v49	heartbeat-survey-recruitment 	2016-11-10	4.22839506172839	1134
release	Windows_NT	v49	heartbeat-survey-recruitment 	2016-11-11	3.66666666666667	6
release	Windows_NT	v49	heartbeat-survey-recruitment 	2016-11-12	1	1
release	Windows_NT	v49	heartbeat-survey-recruitment 	2016-11-15	5	1
release	Windows_NT	v49	perf1	2017-04-04	5	2
release	Windows_NT	v49	perf1	2017-04-05	3	2
release	Windows_NT	v49	perf1	2017-04-06	4	2
release	Windows_NT	v49	perf1	2017-04-07	1.5	2
release	Windows_NT	v49	perf1	2017-04-08	5	1
release	Windows_NT	v49	perf1	2017-04-11	3.66666666666667	3
release	Windows_NT	v49	perf1	2017-04-12	4.5	2
release	Windows_NT	v49	perf1	2017-04-13	1	1
release	Windows_NT	v49	perf1	2017-04-14	1	1
release	Windows_NT	v49	perf1	2017-04-15	2	1
release	Windows_NT	v49	perf1	2017-04-17	5	1
release	Windows_NT	v49	perf1	2017-04-18	4.66666666666667	3
release	Windows_NT	v49	perf1	2017-04-19	4.25	4
release	Windows_NT	v49	perf1	2017-04-20	2.5	2
release	Windows_NT	v49	perf1	2017-04-21	4.5	2
release	Windows_NT	v49	perf1	2017-04-22	5	1
release	Windows_NT	v49	perf1	2017-04-24	5	2
release	Windows_NT	v49	perf1	2017-04-30	5	1
release	Windows_NT	v49	perf1	2017-05-01	1	1
release	Windows_NT	v49	perf1	2017-05-02	5	1
release	Windows_NT	v49	perf1	2017-05-04	5	1
release	Windows_NT	v49	perf1	2017-05-05	4	1
release	Windows_NT	v49	perf1	2017-05-06	5	1
release	Windows_NT	v49	perf1	2017-05-07	5	1
release	Windows_NT	v49	perf1	2017-05-08	1	1
release	Windows_NT	v49	perf1	2017-05-13	5	1
release	Windows_NT	v49	perf1	2017-05-18	5	2
release	Windows_NT	v49	perf1	2017-05-20	3.75	4
release	Windows_NT	v49	perf1	2017-05-21	5	1
release	Windows_NT	v49	perf1	2017-05-22	5	1
release	Windows_NT	v49	perf1	2017-05-23	4	2
release	Windows_NT	v49	perf2	2017-04-04	3.66666666666667	3
release	Windows_NT	v49	perf2	2017-04-05	3	2
release	Windows_NT	v49	perf2	2017-04-06	4	2
release	Windows_NT	v49	perf2	2017-04-08	3	2
release	Windows_NT	v49	perf2	2017-04-10	5	1
release	Windows_NT	v49	perf2	2017-04-11	4.66666666666667	3
release	Windows_NT	v49	perf2	2017-04-12	4.75	4
release	Windows_NT	v49	perf2	2017-04-13	5	2
release	Windows_NT	v49	perf2	2017-04-14	5	1
release	Windows_NT	v49	perf2	2017-04-15	4	1
release	Windows_NT	v49	perf2	2017-04-16	5	1
release	Windows_NT	v49	perf2	2017-04-18	3	2
release	Windows_NT	v49	perf2	2017-04-19	2.5	2
release	Windows_NT	v49	perf2	2017-04-20	5	1
release	Windows_NT	v49	perf2	2017-04-21	5	1
release	Windows_NT	v49	perf2	2017-04-22	4	1
release	Windows_NT	v49	perf2	2017-04-23	3.66666666666667	3
release	Windows_NT	v49	perf2	2017-04-24	5	1
release	Windows_NT	v49	perf2	2017-04-25	5	1
release	Windows_NT	v49	perf2	2017-04-26	2.66666666666667	3
release	Windows_NT	v49	perf2	2017-04-27	5	2
release	Windows_NT	v49	perf2	2017-04-29	3	3
release	Windows_NT	v49	perf2	2017-05-02	5	1
release	Windows_NT	v49	perf2	2017-05-03	5	2
release	Windows_NT	v49	perf2	2017-05-05	4	1
release	Windows_NT	v49	perf2	2017-05-06	1	1
release	Windows_NT	v49	perf2	2017-05-10	5	1
release	Windows_NT	v49	perf2	2017-05-12	5	1
release	Windows_NT	v49	perf2	2017-05-15	4	3
release	Windows_NT	v49	perf2	2017-05-17	5	1
release	Windows_NT	v49	perf2	2017-05-20	1	1
release	Windows_NT	v49	perf2	2017-05-22	5	1
release	Windows_NT	v49	perf3	2017-04-04	3	2
release	Windows_NT	v49	perf3	2017-04-05	1	1
release	Windows_NT	v49	perf3	2017-04-06	3	4
release	Windows_NT	v49	perf3	2017-04-08	5	3
release	Windows_NT	v49	perf3	2017-04-09	5	1
release	Windows_NT	v49	perf3	2017-04-11	3	1
release	Windows_NT	v49	perf3	2017-04-12	1	1
release	Windows_NT	v49	perf3	2017-04-13	3.25	4
release	Windows_NT	v49	perf3	2017-04-14	4	2
release	Windows_NT	v49	perf3	2017-04-19	4.5	2
release	Windows_NT	v49	perf3	2017-04-20	5	1
release	Windows_NT	v49	perf3	2017-04-23	2.66666666666667	3
release	Windows_NT	v49	perf3	2017-04-24	3	2
release	Windows_NT	v49	perf3	2017-04-25	3	2
release	Windows_NT	v49	perf3	2017-04-27	4	1
release	Windows_NT	v49	perf3	2017-04-28	3	2
release	Windows_NT	v49	perf3	2017-05-02	1	1
release	Windows_NT	v49	perf3	2017-05-03	5	1
release	Windows_NT	v49	perf3	2017-05-05	5	1
release	Windows_NT	v49	perf3	2017-05-07	5	1
release	Windows_NT	v49	perf3	2017-05-08	2	1
release	Windows_NT	v49	perf3	2017-05-10	5	1
release	Windows_NT	v49	perf3	2017-05-11	2.5	2
release	Windows_NT	v49	perf3	2017-05-12	1	1
release	Windows_NT	v49	perf3	2017-05-13	3	2
release	Windows_NT	v49	perf3	2017-05-17	1	1
release	Windows_NT	v49	perf3	2017-05-18	4	1
release	Windows_NT	v49	perf3	2017-05-20	1	1
release	Windows_NT	v49	perf3	2017-05-21	5	1
release	Windows_NT	v49	slow1	2017-04-04	5	5
release	Windows_NT	v49	slow1	2017-04-05	5	2
release	Windows_NT	v49	slow1	2017-04-06	5	1
release	Windows_NT	v49	slow1	2017-04-07	1	1
release	Windows_NT	v49	slow1	2017-04-09	3	2
release	Windows_NT	v49	slow1	2017-04-11	5	1
release	Windows_NT	v49	slow1	2017-04-12	2.33333333333333	3
release	Windows_NT	v49	slow1	2017-04-13	3	2
release	Windows_NT	v49	slow1	2017-04-14	5	3
release	Windows_NT	v49	slow1	2017-04-15	4.5	2
release	Windows_NT	v49	slow1	2017-04-16	3.66666666666667	3
release	Windows_NT	v49	slow1	2017-04-17	5	2
release	Windows_NT	v49	slow1	2017-04-18	3	1
release	Windows_NT	v49	slow1	2017-04-22	4.33333333333333	3
release	Windows_NT	v49	slow1	2017-04-23	5	1
release	Windows_NT	v49	slow1	2017-04-24	5	1
release	Windows_NT	v49	slow1	2017-04-27	5	1
release	Windows_NT	v49	slow1	2017-04-28	2	1
release	Windows_NT	v49	slow1	2017-05-02	3.33333333333333	3
release	Windows_NT	v49	slow1	2017-05-04	4.5	2
release	Windows_NT	v49	slow1	2017-05-05	4.5	2
release	Windows_NT	v49	slow1	2017-05-07	5	2
release	Windows_NT	v49	slow1	2017-05-13	5	2
release	Windows_NT	v49	slow1	2017-05-14	4	2
release	Windows_NT	v49	slow1	2017-05-17	5	2
release	Windows_NT	v49	slow1	2017-05-19	5	1
release	Windows_NT	v49	slow1	2017-05-21	4	1
release	Windows_NT	v49	slow2	2017-04-04	4.83333333333333	6
release	Windows_NT	v49	slow2	2017-04-05	3	1
release	Windows_NT	v49	slow2	2017-04-07	5	1
release	Windows_NT	v49	slow2	2017-04-09	4.5	2
release	Windows_NT	v49	slow2	2017-04-10	4	1
release	Windows_NT	v49	slow2	2017-04-11	5	2
release	Windows_NT	v49	slow2	2017-04-12	2.5	2
release	Windows_NT	v49	slow2	2017-04-13	5	2
release	Windows_NT	v49	slow2	2017-04-14	1	1
release	Windows_NT	v49	slow2	2017-04-15	4.42857142857143	7
release	Windows_NT	v49	slow2	2017-04-16	2	1
release	Windows_NT	v49	slow2	2017-04-17	5	2
release	Windows_NT	v49	slow2	2017-04-18	5	1
release	Windows_NT	v49	slow2	2017-04-21	3	2
release	Windows_NT	v49	slow2	2017-04-28	5	1
release	Windows_NT	v49	slow2	2017-04-29	5	1
release	Windows_NT	v49	slow2	2017-04-30	5	1
release	Windows_NT	v49	slow2	2017-05-01	1	1
release	Windows_NT	v49	slow2	2017-05-02	4	1
release	Windows_NT	v49	slow2	2017-05-05	4	3
release	Windows_NT	v49	slow2	2017-05-06	5	1
release	Windows_NT	v49	slow2	2017-05-07	1	1
release	Windows_NT	v49	slow2	2017-05-08	1	1
release	Windows_NT	v49	slow2	2017-05-09	5	1
release	Windows_NT	v49	slow2	2017-05-10	5	1
release	Windows_NT	v49	slow2	2017-05-11	4.33333333333333	3
release	Windows_NT	v49	slow2	2017-05-12	4	1
release	Windows_NT	v49	slow2	2017-05-13	5	1
release	Windows_NT	v49	slow2	2017-05-16	5	1
release	Windows_NT	v49	slow2	2017-05-17	1	1
release	Windows_NT	v49	slow2	2017-05-20	5	2
release	Windows_NT	v49	tel-exp-1	2017-02-23	4.5	2
release	Windows_NT	v49	tel-exp-1	2017-02-24	2.85714285714286	7
release	Windows_NT	v49	tel-exp-1	2017-02-25	4	9
release	Windows_NT	v49	tel-exp-1	2017-02-26	3.8	10
release	Windows_NT	v49	tel-exp-1	2017-02-27	4.44444444444444	9
release	Windows_NT	v49	tel-exp-1	2017-02-28	3.875	24
release	Windows_NT	v49	tel-exp-1	2017-03-01	3.87878787878788	33
release	Windows_NT	v49	tel-exp-1	2017-03-02	3.84615384615385	13
release	Windows_NT	v49	tel-exp-2	2017-05-08	4.30769230769231	13
release	Windows_NT	v49	tel-exp-2	2017-05-09	3.8	5
release	Windows_NT	v49	tel-exp-2	2017-05-10	2.25	4
release	Windows_NT	v49	tel-exp-2	2017-05-11	3.5	4
release	Windows_NT	v49	tel-exp-2	2017-05-12	3.3	10
release	Windows_NT	v49	tel-exp-2	2017-05-13	3	2
release	Windows_NT	v49	tel-exp-2	2017-05-14	1	1
release	Windows_NT	v49	tel-exp-2	2017-05-15	4.4	5
release	Windows_NT	v49	tel-exp-2	2017-05-16	3.5	4
release	Windows_NT	v49	tel-exp-2	2017-05-17	3.5	4
release	Windows_NT	v49	tel-exp-2	2017-05-18	3.5	6
release	Windows_NT	v49	tel-exp-2	2017-05-19	3.75	4
release	Windows_NT	v49	tel-exp-2	2017-05-20	5	1
release	Windows_NT	v49	tel-exp-2	2017-05-21	3	2
release	Windows_NT	v49	tel-exp-2	2017-05-22	3.5	12
release	Windows_NT	v49	tel-exp-2	2017-05-23	3.33333333333333	6
release	Windows_NT	v49	whimsy1	2017-04-04	4.4	5
release	Windows_NT	v49	whimsy1	2017-04-07	5	1
release	Windows_NT	v49	whimsy1	2017-04-08	5	1
release	Windows_NT	v49	whimsy1	2017-04-09	5	1
release	Windows_NT	v49	whimsy1	2017-04-10	4.33333333333333	3
release	Windows_NT	v49	whimsy1	2017-04-11	4	4
release	Windows_NT	v49	whimsy1	2017-04-12	5	2
release	Windows_NT	v49	whimsy1	2017-04-14	5	1
release	Windows_NT	v49	whimsy1	2017-04-16	5	1
release	Windows_NT	v49	whimsy1	2017-04-17	3	2
release	Windows_NT	v49	whimsy1	2017-04-18	5	2
release	Windows_NT	v49	whimsy1	2017-04-19	4.5	2
release	Windows_NT	v49	whimsy1	2017-04-20	3	4
release	Windows_NT	v49	whimsy1	2017-04-21	4.33333333333333	3
release	Windows_NT	v49	whimsy1	2017-04-22	4.66666666666667	3
release	Windows_NT	v49	whimsy1	2017-04-23	4	1
release	Windows_NT	v49	whimsy1	2017-04-24	5	2
release	Windows_NT	v49	whimsy1	2017-04-25	3	2
release	Windows_NT	v49	whimsy1	2017-04-27	5	1
release	Windows_NT	v49	whimsy1	2017-04-28	4	3
release	Windows_NT	v49	whimsy1	2017-04-30	3	1
release	Windows_NT	v49	whimsy1	2017-05-01	5	1
release	Windows_NT	v49	whimsy1	2017-05-02	4	1
release	Windows_NT	v49	whimsy1	2017-05-03	5	1
release	Windows_NT	v49	whimsy1	2017-05-04	5	2
release	Windows_NT	v49	whimsy1	2017-05-05	5	1
release	Windows_NT	v49	whimsy1	2017-05-06	5	1
release	Windows_NT	v49	whimsy1	2017-05-08	5	1
release	Windows_NT	v49	whimsy1	2017-05-09	5	2
release	Windows_NT	v49	whimsy1	2017-05-10	2.5	2
release	Windows_NT	v49	whimsy1	2017-05-12	3	1
release	Windows_NT	v49	whimsy1	2017-05-15	1	1
release	Windows_NT	v49	whimsy1	2017-05-17	4.33333333333333	3
release	Windows_NT	v49	whimsy1	2017-05-18	1	1
release	Windows_NT	v49	whimsy1	2017-05-19	2	1
release	Windows_NT	v49	whimsy2	2017-04-19	2.75	4
release	Windows_NT	v49	whimsy2	2017-04-20	3.75	4
release	Windows_NT	v49	whimsy2	2017-04-21	4.83333333333333	6
release	Windows_NT	v49	whimsy2	2017-04-22	3.75	4
release	Windows_NT	v49	whimsy2	2017-04-23	4	2
release	Windows_NT	v49	whimsy2	2017-04-24	4.33333333333333	3
release	Windows_NT	v49	whimsy2	2017-04-25	5	1
release	Windows_NT	v49	whimsy2	2017-04-26	5	2
release	Windows_NT	v49	whimsy2	2017-04-27	5	3
release	Windows_NT	v49	whimsy2	2017-04-28	5	1
release	Windows_NT	v49	whimsy2	2017-04-29	5	4
release	Windows_NT	v49	whimsy2	2017-05-02	5	1
release	Windows_NT	v49	whimsy2	2017-05-03	3.5	2
release	Windows_NT	v49	whimsy2	2017-05-08	5	1
release	Windows_NT	v49	whimsy2	2017-05-09	5	1
release	Windows_NT	v49	whimsy2	2017-05-10	4	4
release	Windows_NT	v49	whimsy2	2017-05-13	5	1
release	Windows_NT	v49	whimsy2	2017-05-15	1	1
release	Windows_NT	v49	whimsy2	2017-05-16	5	1
release	Windows_NT	v49	whimsy2	2017-05-19	4	1
release	Windows_NT	v49	whimsy2	2017-05-20	5	1
release	Windows_NT	v49	whimsy2	2017-05-21	5	1
release	Windows_NT	v50	funnelcake-onboarding-102-en	2017-04-19	5	1
release	Windows_NT	v50	funnelcake-onboarding-98	2017-02-08	3	1
release	Windows_NT	v50	heartbeat-by-user-first-impression	2016-11-10	5	1
release	Windows_NT	v50	heartbeat-by-user-first-impression	2016-11-15	3.6	5
release	Windows_NT	v50	heartbeat-by-user-first-impression	2016-11-16	4.57692307692308	26
release	Windows_NT	v50	heartbeat-by-user-first-impression	2016-11-17	4.25	24
release	Windows_NT	v50	heartbeat-by-user-first-impression	2016-11-18	4.23809523809524	42
release	Windows_NT	v50	heartbeat-by-user-first-impression	2016-11-19	3.93333333333333	45
release	Windows_NT	v50	heartbeat-by-user-first-impression	2016-11-20	4.09090909090909	33
release	Windows_NT	v50	heartbeat-by-user-first-impression	2016-11-21	4.34375	64
release	Windows_NT	v50	heartbeat-by-user-first-impression	2016-11-22	4.47887323943662	71
release	Windows_NT	v50	heartbeat-by-user-first-impression	2016-11-23	4.01449275362319	69
release	Windows_NT	v50	heartbeat-by-user-first-impression	2016-11-24	4.43076923076923	65
release	Windows_NT	v50	heartbeat-by-user-first-impression	2016-11-25	4.48333333333333	60
release	Windows_NT	v50	heartbeat-by-user-first-impression	2016-11-26	4.14285714285714	42
release	Windows_NT	v50	heartbeat-by-user-first-impression	2016-11-27	4.13953488372093	43
release	Windows_NT	v50	heartbeat-by-user-first-impression	2016-11-28	4	71
release	Windows_NT	v50	heartbeat-by-user-first-impression	2016-11-29	3.8625	80
release	Windows_NT	v50	heartbeat-by-user-first-impression	2016-11-30	4.44642857142857	56
release	Windows_NT	v50	heartbeat-by-user-first-impression	2016-12-01	3.96	50
release	Windows_NT	v50	heartbeat-by-user-first-impression	2016-12-02	4.41666666666667	12
release	Windows_NT	v50	heartbeat-by-user-first-impression	2016-12-03	4.4	5
release	Windows_NT	v50	heartbeat-by-user-first-impression	2016-12-04	4.33333333333333	6
release	Windows_NT	v50	heartbeat-by-user-first-impression	2016-12-05	3.4	10
release	Windows_NT	v50	heartbeat-by-user-first-impression	2016-12-06	3.875	8
release	Windows_NT	v50	heartbeat-by-user-first-impression	2016-12-07	4.07692307692308	13
release	Windows_NT	v50	heartbeat-by-user-first-impression	2016-12-08	4	8
release	Windows_NT	v50	heartbeat-by-user-first-impression	2016-12-09	3.8	10
release	Windows_NT	v50	heartbeat-by-user-first-impression	2016-12-10	4.42857142857143	7
release	Windows_NT	v50	heartbeat-by-user-first-impression	2016-12-11	3.42857142857143	7
release	Windows_NT	v50	heartbeat-by-user-first-impression	2016-12-12	3.75	16
release	Windows_NT	v50	heartbeat-by-user-first-impression	2016-12-13	4.84615384615385	13
release	Windows_NT	v50	heartbeat-by-user-first-impression	2016-12-14	3.64285714285714	14
release	Windows_NT	v50	heartbeat-by-user-first-impression	2016-12-15	4.36363636363636	11
release	Windows_NT	v50	heartbeat-by-user-first-impression	2016-12-16	3.5	2
release	Windows_NT	v50	heartbeat-by-user-first-impression	2016-12-17	3.5	6
release	Windows_NT	v50	heartbeat-by-user-first-impression	2016-12-18	3.6	10
release	Windows_NT	v50	heartbeat-by-user-first-impression	2016-12-19	4.13855421686747	664
release	Windows_NT	v50	heartbeat-by-user-first-impression	2016-12-20	4.18144329896907	970
release	Windows_NT	v50	heartbeat-by-user-first-impression	2016-12-21	4.05952380952381	336
release	Windows_NT	v50	heartbeat-by-user-first-impression	2016-12-22	4.25888324873096	197
release	Windows_NT	v50	heartbeat-by-user-first-impression	2016-12-23	4.16546762589928	139
release	Windows_NT	v50	heartbeat-by-user-first-impression	2016-12-24	4.10687022900763	131
release	Windows_NT	v50	heartbeat-by-user-first-impression	2016-12-25	4.19811320754717	106
release	Windows_NT	v50	heartbeat-by-user-first-impression	2016-12-26	4.28368794326241	141
release	Windows_NT	v50	heartbeat-by-user-first-impression	2016-12-27	4.3609022556391	133
release	Windows_NT	v50	heartbeat-by-user-first-impression	2016-12-28	4.13970588235294	136
release	Windows_NT	v50	heartbeat-by-user-first-impression	2016-12-29	3.98947368421053	95
release	Windows_NT	v50	heartbeat-by-user-first-impression	2016-12-30	4.49411764705882	85
release	Windows_NT	v50	heartbeat-by-user-first-impression	2016-12-31	4.37078651685393	89
release	Windows_NT	v50	heartbeat-by-user-first-impression	2017-01-01	4.20618556701031	97
release	Windows_NT	v50	heartbeat-by-user-first-impression	2017-01-02	4.22314049586777	121
release	Windows_NT	v50	heartbeat-by-user-first-impression	2017-01-03	3.92537313432836	67
release	Windows_NT	v50	heartbeat-by-user-first-impression	2017-01-04	4.3	10
release	Windows_NT	v50	heartbeat-by-user-first-impression	2017-01-05	3.83333333333333	12
release	Windows_NT	v50	heartbeat-by-user-first-impression	2017-01-06	4.17781402936378	613
release	Windows_NT	v50	heartbeat-by-user-first-impression	2017-01-07	4.96823529411765	19550
release	Windows_NT	v50	heartbeat-by-user-first-impression	2017-01-08	4.25890736342043	421
release	Windows_NT	v50	heartbeat-by-user-first-impression	2017-01-09	4.24129930394432	431
release	Windows_NT	v50	heartbeat-by-user-first-impression	2017-01-10	4.0875	160
release	Windows_NT	v50	heartbeat-by-user-first-impression	2017-01-11	3.46153846153846	13
release	Windows_NT	v50	heartbeat-by-user-first-impression	2017-01-12	4.5	10
release	Windows_NT	v50	heartbeat-by-user-first-impression	2017-01-13	4	7
release	Windows_NT	v50	heartbeat-by-user-first-impression	2017-01-14	4.71428571428571	7
release	Windows_NT	v50	heartbeat-by-user-first-impression	2017-01-15	3.4	10
release	Windows_NT	v50	heartbeat-by-user-first-impression	2017-01-16	4.90909090909091	11
release	Windows_NT	v50	heartbeat-by-user-first-impression	2017-01-17	4.23076923076923	13
release	Windows_NT	v50	heartbeat-by-user-first-impression	2017-01-18	4.66666666666667	9
release	Windows_NT	v50	heartbeat-by-user-first-impression	2017-01-19	4.44444444444444	9
release	Windows_NT	v50	heartbeat-by-user-first-impression	2017-01-20	4.75	4
release	Windows_NT	v50	heartbeat-by-user-first-impression	2017-01-21	4.375	8
release	Windows_NT	v50	heartbeat-by-user-first-impression	2017-01-22	4.4	5
release	Windows_NT	v50	heartbeat-by-user-first-impression	2017-01-23	5	6
release	Windows_NT	v50	heartbeat-by-user-first-impression	2017-01-24	4.625	8
release	Windows_NT	v50	heartbeat-by-user-first-impression	2017-01-25	2.75	4
release	Windows_NT	v50	heartbeat-by-user-first-impression	2017-01-26	4	7
release	Windows_NT	v50	heartbeat-by-user-first-impression	2017-01-27	3.66666666666667	6
release	Windows_NT	v50	heartbeat-by-user-first-impression	2017-01-28	2.66666666666667	3
release	Windows_NT	v50	heartbeat-by-user-first-impression	2017-01-29	5	3
release	Windows_NT	v50	heartbeat-by-user-first-impression	2017-01-31	4	2
release	Windows_NT	v50	heartbeat-survey-recruitment 	2016-11-10	3	1
release	Windows_NT	v50	perf1	2017-04-04	4.25	4
release	Windows_NT	v50	perf1	2017-04-05	3	1
release	Windows_NT	v50	perf1	2017-04-06	5	2
release	Windows_NT	v50	perf1	2017-04-07	1	1
release	Windows_NT	v50	perf1	2017-04-09	5	1
release	Windows_NT	v50	perf1	2017-04-10	5	2
release	Windows_NT	v50	perf1	2017-04-11	4.33333333333333	3
release	Windows_NT	v50	perf1	2017-04-12	2.5	2
release	Windows_NT	v50	perf1	2017-04-13	2.66666666666667	3
release	Windows_NT	v50	perf1	2017-04-14	1	1
release	Windows_NT	v50	perf1	2017-04-15	1.5	2
release	Windows_NT	v50	perf1	2017-04-16	5	1
release	Windows_NT	v50	perf1	2017-04-17	4.5	2
release	Windows_NT	v50	perf1	2017-04-18	3.66666666666667	3
release	Windows_NT	v50	perf1	2017-04-19	1	1
release	Windows_NT	v50	perf1	2017-04-20	5	1
release	Windows_NT	v50	perf1	2017-04-21	5	1
release	Windows_NT	v50	perf1	2017-04-22	5	1
release	Windows_NT	v50	perf1	2017-04-23	5	1
release	Windows_NT	v50	perf1	2017-04-24	5	2
release	Windows_NT	v50	perf1	2017-04-25	5	2
release	Windows_NT	v50	perf1	2017-04-26	3	3
release	Windows_NT	v50	perf1	2017-04-28	5	1
release	Windows_NT	v50	perf1	2017-04-29	1	1
release	Windows_NT	v50	perf1	2017-05-01	4.5	2
release	Windows_NT	v50	perf1	2017-05-02	4	1
release	Windows_NT	v50	perf1	2017-05-08	5	1
release	Windows_NT	v50	perf1	2017-05-11	5	2
release	Windows_NT	v50	perf1	2017-05-14	4	1
release	Windows_NT	v50	perf1	2017-05-15	1	1
release	Windows_NT	v50	perf1	2017-05-16	4	1
release	Windows_NT	v50	perf1	2017-05-18	5	1
release	Windows_NT	v50	perf1	2017-05-19	3	2
release	Windows_NT	v50	perf1	2017-05-20	5	1
release	Windows_NT	v50	perf1	2017-05-22	5	1
release	Windows_NT	v50	perf2	2017-04-04	3.25	4
release	Windows_NT	v50	perf2	2017-04-05	5	2
release	Windows_NT	v50	perf2	2017-04-06	3.5	2
release	Windows_NT	v50	perf2	2017-04-07	5	1
release	Windows_NT	v50	perf2	2017-04-08	5	1
release	Windows_NT	v50	perf2	2017-04-09	5	1
release	Windows_NT	v50	perf2	2017-04-10	4	1
release	Windows_NT	v50	perf2	2017-04-11	4	1
release	Windows_NT	v50	perf2	2017-04-12	5	2
release	Windows_NT	v50	perf2	2017-04-13	5	1
release	Windows_NT	v50	perf2	2017-04-15	5	1
release	Windows_NT	v50	perf2	2017-04-16	4	1
release	Windows_NT	v50	perf2	2017-04-17	4	1
release	Windows_NT	v50	perf2	2017-04-18	5	2
release	Windows_NT	v50	perf2	2017-04-19	4.5	2
release	Windows_NT	v50	perf2	2017-04-20	5	1
release	Windows_NT	v50	perf2	2017-04-21	4	2
release	Windows_NT	v50	perf2	2017-04-27	4	2
release	Windows_NT	v50	perf2	2017-04-28	3	2
release	Windows_NT	v50	perf2	2017-05-01	1	1
release	Windows_NT	v50	perf2	2017-05-02	3	2
release	Windows_NT	v50	perf2	2017-05-03	3	1
release	Windows_NT	v50	perf2	2017-05-04	4	1
release	Windows_NT	v50	perf2	2017-05-06	5	1
release	Windows_NT	v50	perf2	2017-05-07	2	1
release	Windows_NT	v50	perf2	2017-05-08	5	1
release	Windows_NT	v50	perf2	2017-05-09	3.33333333333333	3
release	Windows_NT	v50	perf2	2017-05-11	5	2
release	Windows_NT	v50	perf2	2017-05-12	4.5	2
release	Windows_NT	v50	perf2	2017-05-13	3.5	2
release	Windows_NT	v50	perf2	2017-05-14	5	1
release	Windows_NT	v50	perf2	2017-05-20	1	1
release	Windows_NT	v50	perf3	2017-04-04	3.14285714285714	7
release	Windows_NT	v50	perf3	2017-04-05	4.5	4
release	Windows_NT	v50	perf3	2017-04-06	4	1
release	Windows_NT	v50	perf3	2017-04-07	5	1
release	Windows_NT	v50	perf3	2017-04-08	5	1
release	Windows_NT	v50	perf3	2017-04-09	5	1
release	Windows_NT	v50	perf3	2017-04-10	4.33333333333333	3
