channel	osName	FxVer	surveyName	datestamp	score	N
release	Darwin	v46	heartbeat-by-user-first-impression	2016-09-05	5	1
release	Darwin	v46	heartbeat-by-user-first-impression	2016-10-03	4	1
release	Darwin	v46	heartbeat-by-user-first-impression	2016-10-12	5	1
release	Darwin	v46	heartbeat-by-user-first-impression	2016-11-08	4	1
release	Darwin	v46	heartbeat-by-user-first-impression	2016-11-12	5	1
release	Darwin	v46	heartbeat-by-user-first-impression	2016-11-30	5	1
release	Darwin	v46	heartbeat-by-user-first-impression	2016-12-01	5	1
release	Darwin	v46	heartbeat-by-user-first-impression	2017-01-09	5	1
release	Darwin	v46	heartbeat-survey-recruitment 	2016-10-21	3.33333333333333	3
release	Darwin	v46	heartbeat-survey-recruitment 	2016-10-22	5	1
release	Darwin	v46	heartbeat-survey-recruitment 	2016-10-26	5	2
release	Darwin	v46	heartbeat-survey-recruitment 	2016-10-27	5	2
release	Darwin	v46	heartbeat-survey-recruitment 	2016-10-29	5	1
release	Darwin	v46	heartbeat-survey-recruitment 	2016-10-30	4	1
release	Darwin	v46	heartbeat-survey-recruitment 	2016-10-31	5	1
release	Darwin	v46	heartbeat-survey-recruitment 	2016-11-03	5	1
release	Darwin	v46	heartbeat-survey-recruitment 	2016-11-08	5	1
release	Darwin	v46	heartbeat-survey-recruitment 	2016-11-09	4	2
release	Darwin	v46	heartbeat-survey-recruitment 	2016-11-10	5	1
release	Darwin	v46	perf1	2017-04-14	4	1
release	Darwin	v46	perf1	2017-04-16	5	1
release	Darwin	v46	perf1	2017-04-26	5	1
release	Darwin	v46	perf1	2017-05-06	5	1
release	Darwin	v46	perf2	2017-04-13	5	1
release	Darwin	v46	perf2	2017-04-16	5	1
release	Darwin	v46	perf2	2017-05-03	4	1
release	Darwin	v46	perf2	2017-05-17	1	1
release	Darwin	v46	slow1	2017-04-04	5	1
release	Darwin	v46	slow1	2017-04-21	5	1
release	Darwin	v46	slow1	2017-04-25	5	1
release	Darwin	v46	slow1	2017-04-27	5	1
release	Darwin	v46	slow2	2017-04-04	5	1
release	Darwin	v46	slow2	2017-04-11	1	1
release	Darwin	v46	slow2	2017-04-15	1	1
release	Darwin	v46	slow2	2017-04-19	5	1
release	Darwin	v46	tel-exp-1	2017-02-26	5	1
release	Darwin	v46	tel-exp-1	2017-03-01	5	2
release	Darwin	v46	tel-exp-2	2017-05-19	3	1
release	Darwin	v46	tel-exp-2	2017-05-23	5	1
release	Darwin	v46	whimsy1	2017-05-01	5	1
release	Darwin	v46	whimsy1	2017-05-11	5	1
release	Darwin	v46	whimsy2	2017-04-20	5	1
release	Darwin	v47	heartbeat-by-user-first-impression	2016-09-04	3	1
release	Darwin	v47	heartbeat-by-user-first-impression	2016-10-10	5	1
release	Darwin	v47	heartbeat-by-user-first-impression	2016-10-13	5	1
release	Darwin	v47	heartbeat-by-user-first-impression	2016-10-18	3	1
release	Darwin	v47	heartbeat-by-user-first-impression	2016-10-23	4	2
release	Darwin	v47	heartbeat-by-user-first-impression	2016-11-17	1	1
release	Darwin	v47	heartbeat-by-user-first-impression	2016-11-18	5	1
release	Darwin	v47	heartbeat-by-user-first-impression	2016-11-22	4	1
release	Darwin	v47	heartbeat-by-user-first-impression	2016-12-19	3	2
release	Darwin	v47	heartbeat-by-user-first-impression	2016-12-20	5	6
release	Darwin	v47	heartbeat-by-user-first-impression	2016-12-21	5	1
release	Darwin	v47	heartbeat-by-user-first-impression	2016-12-23	5	1
release	Darwin	v47	heartbeat-by-user-first-impression	2017-01-07	4.5	2
release	Darwin	v47	heartbeat-by-user-first-impression	2017-01-08	5	1
release	Darwin	v47	heartbeat-by-user-first-impression	2017-01-09	5	1
release	Darwin	v47	heartbeat-by-user-first-impression	2017-01-10	5	1
release	Darwin	v47	heartbeat-by-user-first-impression	2017-01-12	5	1
release	Darwin	v47	heartbeat-survey-recruitment 	2016-10-13	5	1
release	Darwin	v47	heartbeat-survey-recruitment 	2016-10-20	5	2
release	Darwin	v47	heartbeat-survey-recruitment 	2016-10-21	3	3
release	Darwin	v47	heartbeat-survey-recruitment 	2016-10-22	5	3
release	Darwin	v47	heartbeat-survey-recruitment 	2016-10-23	5	4
release	Darwin	v47	heartbeat-survey-recruitment 	2016-10-24	2.5	2
release	Darwin	v47	heartbeat-survey-recruitment 	2016-10-26	3	1
release	Darwin	v47	heartbeat-survey-recruitment 	2016-10-27	5	1
release	Darwin	v47	heartbeat-survey-recruitment 	2016-10-28	3.25	4
release	Darwin	v47	heartbeat-survey-recruitment 	2016-10-29	4.6	5
release	Darwin	v47	heartbeat-survey-recruitment 	2016-10-30	3.5	2
release	Darwin	v47	heartbeat-survey-recruitment 	2016-10-31	3.66666666666667	3
release	Darwin	v47	heartbeat-survey-recruitment 	2016-11-02	4.5	2
release	Darwin	v47	heartbeat-survey-recruitment 	2016-11-04	5	3
release	Darwin	v47	heartbeat-survey-recruitment 	2016-11-08	3.25	4
release	Darwin	v47	perf1	2017-04-07	5	1
release	Darwin	v47	perf1	2017-04-22	5	1
release	Darwin	v47	perf1	2017-04-26	1	1
release	Darwin	v47	perf1	2017-05-05	5	1
release	Darwin	v47	perf2	2017-04-04	5	1
release	Darwin	v47	perf2	2017-04-05	4	1
release	Darwin	v47	perf2	2017-04-06	5	1
release	Darwin	v47	perf2	2017-04-10	1	1
release	Darwin	v47	perf2	2017-04-12	5	2
release	Darwin	v47	perf2	2017-04-13	4	1
release	Darwin	v47	perf2	2017-04-18	5	1
release	Darwin	v47	perf2	2017-05-01	5	1
release	Darwin	v47	perf2	2017-05-05	1	1
release	Darwin	v47	perf3	2017-04-04	1	1
release	Darwin	v47	perf3	2017-04-06	1	1
release	Darwin	v47	perf3	2017-04-08	3	1
release	Darwin	v47	perf3	2017-04-19	5	1
release	Darwin	v47	perf3	2017-04-22	4	1
release	Darwin	v47	slow1	2017-04-11	5	1
release	Darwin	v47	slow1	2017-04-27	3	1
release	Darwin	v47	slow1	2017-05-09	5	1
release	Darwin	v47	slow2	2017-04-21	3	1
release	Darwin	v47	slow2	2017-04-27	1	1
release	Darwin	v47	slow2	2017-04-28	1	1
release	Darwin	v47	slow2	2017-05-04	5	1
release	Darwin	v47	slow2	2017-05-16	5	1
release	Darwin	v47	tel-exp-1	2017-02-23	1	1
release	Darwin	v47	tel-exp-1	2017-02-24	4.5	2
release	Darwin	v47	tel-exp-1	2017-02-27	4	2
release	Darwin	v47	tel-exp-1	2017-03-01	3.33333333333333	3
release	Darwin	v47	tel-exp-2	2017-05-08	5	1
release	Darwin	v47	tel-exp-2	2017-05-09	5	1
release	Darwin	v47	tel-exp-2	2017-05-11	5	1
release	Darwin	v47	tel-exp-2	2017-05-12	5	1
release	Darwin	v47	tel-exp-2	2017-05-13	4	1
release	Darwin	v47	tel-exp-2	2017-05-14	4	1
release	Darwin	v47	tel-exp-2	2017-05-16	5	1
release	Darwin	v47	tel-exp-2	2017-05-17	1	1
release	Darwin	v47	tel-exp-2	2017-05-18	2.5	2
release	Darwin	v47	tel-exp-2	2017-05-21	5	1
release	Darwin	v47	tel-exp-2	2017-05-23	5	1
release	Darwin	v47	whimsy1	2017-05-05	5	1
release	Darwin	v47	whimsy1	2017-05-08	5	1
release	Darwin	v47	whimsy2	2017-04-19	5	1
release	Darwin	v47	whimsy2	2017-05-04	1	1
release	Darwin	v48	funnelcake-onboarding-98	2017-03-25	5	1
release	Darwin	v48	heartbeat-by-user-first-impression	2016-10-02	2	2
release	Darwin	v48	heartbeat-by-user-first-impression	2016-10-11	3.5	2
release	Darwin	v48	heartbeat-by-user-first-impression	2016-10-12	4	1
release	Darwin	v48	heartbeat-by-user-first-impression	2016-10-13	4	1
release	Darwin	v48	heartbeat-by-user-first-impression	2016-10-17	4.5	2
release	Darwin	v48	heartbeat-by-user-first-impression	2016-10-18	5	2
release	Darwin	v48	heartbeat-by-user-first-impression	2016-10-22	4	1
release	Darwin	v48	heartbeat-by-user-first-impression	2016-10-26	4	1
release	Darwin	v48	heartbeat-by-user-first-impression	2016-10-27	4	1
release	Darwin	v48	heartbeat-by-user-first-impression	2016-11-02	4	1
release	Darwin	v48	heartbeat-by-user-first-impression	2016-11-07	5	1
release	Darwin	v48	heartbeat-by-user-first-impression	2016-11-14	4	1
release	Darwin	v48	heartbeat-by-user-first-impression	2016-11-15	5	1
release	Darwin	v48	heartbeat-by-user-first-impression	2016-11-16	2	2
release	Darwin	v48	heartbeat-by-user-first-impression	2016-11-18	1	1
release	Darwin	v48	heartbeat-by-user-first-impression	2016-11-21	5	1
release	Darwin	v48	heartbeat-by-user-first-impression	2016-11-22	5	3
release	Darwin	v48	heartbeat-by-user-first-impression	2016-11-23	5	1
release	Darwin	v48	heartbeat-by-user-first-impression	2016-11-25	3	2
release	Darwin	v48	heartbeat-by-user-first-impression	2016-11-26	5	1
release	Darwin	v48	heartbeat-by-user-first-impression	2016-11-28	5	1
release	Darwin	v48	heartbeat-by-user-first-impression	2016-12-09	4	1
release	Darwin	v48	heartbeat-by-user-first-impression	2016-12-14	5	1
release	Darwin	v48	heartbeat-by-user-first-impression	2016-12-19	3.57142857142857	7
release	Darwin	v48	heartbeat-by-user-first-impression	2016-12-20	4.5	16
release	Darwin	v48	heartbeat-by-user-first-impression	2016-12-21	3.75	4
release	Darwin	v48	heartbeat-by-user-first-impression	2016-12-22	3.25	4
release	Darwin	v48	heartbeat-by-user-first-impression	2016-12-23	5	2
release	Darwin	v48	heartbeat-by-user-first-impression	2016-12-24	4.66666666666667	3
release	Darwin	v48	heartbeat-by-user-first-impression	2016-12-25	5	1
release	Darwin	v48	heartbeat-by-user-first-impression	2016-12-26	4.75	4
release	Darwin	v48	heartbeat-by-user-first-impression	2016-12-28	5	2
release	Darwin	v48	heartbeat-by-user-first-impression	2016-12-29	5	2
release	Darwin	v48	heartbeat-by-user-first-impression	2016-12-30	5	1
release	Darwin	v48	heartbeat-by-user-first-impression	2017-01-01	4.33333333333333	3
release	Darwin	v48	heartbeat-by-user-first-impression	2017-01-02	4	2
release	Darwin	v48	heartbeat-by-user-first-impression	2017-01-06	4.33333333333333	6
release	Darwin	v48	heartbeat-by-user-first-impression	2017-01-07	4.28571428571429	7
release	Darwin	v48	heartbeat-by-user-first-impression	2017-01-08	4	8
release	Darwin	v48	heartbeat-by-user-first-impression	2017-01-09	4.44444444444444	9
release	Darwin	v48	heartbeat-by-user-first-impression	2017-01-10	3	3
release	Darwin	v48	heartbeat-by-user-first-impression	2017-01-30	1	1
release	Darwin	v48	heartbeat-by-user-first-impression-new-release	2016-10-02	3	1
release	Darwin	v48	heartbeat-survey-recruitment 	2016-10-13	5	1
release	Darwin	v48	heartbeat-survey-recruitment 	2016-10-14	5	1
release	Darwin	v48	heartbeat-survey-recruitment 	2016-10-16	3	1
release	Darwin	v48	heartbeat-survey-recruitment 	2016-10-18	5	1
release	Darwin	v48	heartbeat-survey-recruitment 	2016-10-20	4.58333333333333	12
release	Darwin	v48	heartbeat-survey-recruitment 	2016-10-21	4.09523809523809	21
release	Darwin	v48	heartbeat-survey-recruitment 	2016-10-22	4.16666666666667	6
release	Darwin	v48	heartbeat-survey-recruitment 	2016-10-23	4	13
release	Darwin	v48	heartbeat-survey-recruitment 	2016-10-24	3.94736842105263	19
release	Darwin	v48	heartbeat-survey-recruitment 	2016-10-25	4.33333333333333	3
release	Darwin	v48	heartbeat-survey-recruitment 	2016-10-26	4.6	5
release	Darwin	v48	heartbeat-survey-recruitment 	2016-10-27	3.44444444444444	18
release	Darwin	v48	heartbeat-survey-recruitment 	2016-10-28	4.04166666666667	24
release	Darwin	v48	heartbeat-survey-recruitment 	2016-10-29	3.71428571428571	14
release	Darwin	v48	heartbeat-survey-recruitment 	2016-10-30	4.13333333333333	15
release	Darwin	v48	heartbeat-survey-recruitment 	2016-10-31	4.25	12
release	Darwin	v48	heartbeat-survey-recruitment 	2016-11-01	4.09090909090909	11
release	Darwin	v48	heartbeat-survey-recruitment 	2016-11-02	5	4
release	Darwin	v48	heartbeat-survey-recruitment 	2016-11-03	4.45454545454545	11
release	Darwin	v48	heartbeat-survey-recruitment 	2016-11-04	4.5	6
release	Darwin	v48	heartbeat-survey-recruitment 	2016-11-07	4.33333333333333	6
release	Darwin	v48	heartbeat-survey-recruitment 	2016-11-08	4.15384615384615	13
release	Darwin	v48	heartbeat-survey-recruitment 	2016-11-09	4.66666666666667	12
release	Darwin	v48	heartbeat-survey-recruitment 	2016-11-10	3.80769230769231	26
release	Darwin	v48	perf1	2017-04-04	3.2	5
release	Darwin	v48	perf1	2017-04-05	5	1
release	Darwin	v48	perf1	2017-04-08	5	1
release	Darwin	v48	perf1	2017-04-09	4	2
release	Darwin	v48	perf1	2017-04-12	3	2
release	Darwin	v48	perf1	2017-04-14	5	2
release	Darwin	v48	perf1	2017-04-17	1	1
release	Darwin	v48	perf1	2017-04-19	5	1
release	Darwin	v48	perf1	2017-04-21	3	1
release	Darwin	v48	perf1	2017-04-25	3.5	2
release	Darwin	v48	perf1	2017-04-26	1	1
release	Darwin	v48	perf1	2017-05-14	5	1
release	Darwin	v48	perf1	2017-05-16	3	1
release	Darwin	v48	perf2	2017-04-04	4	4
release	Darwin	v48	perf2	2017-04-07	4	1
release	Darwin	v48	perf2	2017-04-12	5	1
release	Darwin	v48	perf2	2017-04-18	1	1
release	Darwin	v48	perf2	2017-04-20	5	1
release	Darwin	v48	perf2	2017-04-23	5	1
release	Darwin	v48	perf2	2017-04-24	1	1
release	Darwin	v48	perf2	2017-04-25	5	1
release	Darwin	v48	perf2	2017-04-27	3	1
release	Darwin	v48	perf2	2017-05-02	5	1
release	Darwin	v48	perf2	2017-05-04	5	1
release	Darwin	v48	perf2	2017-05-07	5	2
release	Darwin	v48	perf2	2017-05-17	1	1
release	Darwin	v48	perf2	2017-05-19	3	1
release	Darwin	v48	perf2	2017-05-21	5	1
release	Darwin	v48	perf3	2017-04-04	4.66666666666667	3
release	Darwin	v48	perf3	2017-04-05	4	3
release	Darwin	v48	perf3	2017-04-06	5	2
release	Darwin	v48	perf3	2017-04-07	4.5	2
release	Darwin	v48	perf3	2017-04-11	5	1
release	Darwin	v48	perf3	2017-04-12	4.5	2
release	Darwin	v48	perf3	2017-04-15	5	1
release	Darwin	v48	perf3	2017-04-19	4	1
release	Darwin	v48	perf3	2017-04-20	5	1
release	Darwin	v48	perf3	2017-04-23	3	1
release	Darwin	v48	perf3	2017-04-25	1	1
release	Darwin	v48	perf3	2017-05-04	5	1
release	Darwin	v48	perf3	2017-05-05	5	1
release	Darwin	v48	perf3	2017-05-06	1	1
release	Darwin	v48	perf3	2017-05-08	2	1
release	Darwin	v48	perf3	2017-05-18	2	1
release	Darwin	v48	slow1	2017-04-04	4	3
release	Darwin	v48	slow1	2017-04-05	4	3
release	Darwin	v48	slow1	2017-04-13	2	1
release	Darwin	v48	slow1	2017-04-17	4.5	2
release	Darwin	v48	slow1	2017-04-19	4	1
release	Darwin	v48	slow1	2017-04-20	5	1
release	Darwin	v48	slow1	2017-04-26	5	1
release	Darwin	v48	slow1	2017-05-02	5	1
release	Darwin	v48	slow1	2017-05-04	5	2
release	Darwin	v48	slow1	2017-05-05	1	1
release	Darwin	v48	slow1	2017-05-09	5	1
release	Darwin	v48	slow1	2017-05-16	3	1
release	Darwin	v48	slow1	2017-05-21	4	1
release	Darwin	v48	slow2	2017-04-04	4.4	5
release	Darwin	v48	slow2	2017-04-05	5	1
release	Darwin	v48	slow2	2017-04-09	5	1
release	Darwin	v48	slow2	2017-04-10	5	2
release	Darwin	v48	slow2	2017-04-11	3.66666666666667	3
release	Darwin	v48	slow2	2017-04-12	1	1
release	Darwin	v48	slow2	2017-04-13	5	1
release	Darwin	v48	slow2	2017-04-14	5	1
release	Darwin	v48	slow2	2017-04-16	5	1
release	Darwin	v48	slow2	2017-04-17	5	1
release	Darwin	v48	slow2	2017-04-18	4	2
release	Darwin	v48	slow2	2017-04-19	4	1
release	Darwin	v48	slow2	2017-04-20	1	1
release	Darwin	v48	slow2	2017-04-21	5	1
release	Darwin	v48	slow2	2017-04-23	4	1
release	Darwin	v48	slow2	2017-05-04	5	1
release	Darwin	v48	slow2	2017-05-21	4	1
release	Darwin	v48	slow2	2017-05-22	5	2
release	Darwin	v48	tel-exp-1	2017-02-23	4	2
release	Darwin	v48	tel-exp-1	2017-02-24	3.7	10
release	Darwin	v48	tel-exp-1	2017-02-25	3	9
release	Darwin	v48	tel-exp-1	2017-02-26	3.8	5
release	Darwin	v48	tel-exp-1	2017-02-27	4	2
release	Darwin	v48	tel-exp-1	2017-02-28	4.4375	16
release	Darwin	v48	tel-exp-1	2017-03-01	4.5	16
release	Darwin	v48	tel-exp-1	2017-03-02	4.2	5
release	Darwin	v48	tel-exp-2	2017-05-08	3.92307692307692	13
release	Darwin	v48	tel-exp-2	2017-05-09	4.38461538461539	13
release	Darwin	v48	tel-exp-2	2017-05-10	3.75	4
release	Darwin	v48	tel-exp-2	2017-05-11	1	1
release	Darwin	v48	tel-exp-2	2017-05-12	4.2	5
release	Darwin	v48	tel-exp-2	2017-05-14	5	1
release	Darwin	v48	tel-exp-2	2017-05-15	3	2
release	Darwin	v48	tel-exp-2	2017-05-16	5	1
release	Darwin	v48	tel-exp-2	2017-05-17	4.75	4
release	Darwin	v48	tel-exp-2	2017-05-18	1	1
release	Darwin	v48	tel-exp-2	2017-05-20	5	2
release	Darwin	v48	tel-exp-2	2017-05-21	5	1
release	Darwin	v48	tel-exp-2	2017-05-22	3.57142857142857	7
release	Darwin	v48	tel-exp-2	2017-05-23	4	6
release	Darwin	v48	whimsy1	2017-04-04	4.5	2
release	Darwin	v48	whimsy1	2017-04-06	2.5	2
release	Darwin	v48	whimsy1	2017-04-11	5	1
release	Darwin	v48	whimsy1	2017-04-12	5	3
release	Darwin	v48	whimsy1	2017-04-13	4	2
release	Darwin	v48	whimsy1	2017-04-17	5	1
release	Darwin	v48	whimsy1	2017-04-19	5	1
release	Darwin	v48	whimsy1	2017-04-27	1	1
release	Darwin	v48	whimsy1	2017-05-03	1	1
release	Darwin	v48	whimsy1	2017-05-10	5	1
release	Darwin	v48	whimsy1	2017-05-13	5	1
release	Darwin	v48	whimsy1	2017-05-20	5	1
release	Darwin	v48	whimsy1	2017-05-22	5	1
release	Darwin	v48	whimsy2	2017-04-19	5	1
release	Darwin	v48	whimsy2	2017-04-20	4.33333333333333	3
release	Darwin	v48	whimsy2	2017-04-21	3.33333333333333	3
release	Darwin	v48	whimsy2	2017-04-22	5	1
release	Darwin	v48	whimsy2	2017-04-23	1	1
release	Darwin	v48	whimsy2	2017-04-24	5	1
release	Darwin	v48	whimsy2	2017-04-25	4	1
release	Darwin	v48	whimsy2	2017-04-26	5	1
release	Darwin	v48	whimsy2	2017-04-27	2	1
release	Darwin	v48	whimsy2	2017-04-28	5	1
release	Darwin	v48	whimsy2	2017-04-29	1	1
release	Darwin	v48	whimsy2	2017-05-02	5	1
release	Darwin	v48	whimsy2	2017-05-11	5	1
release	Darwin	v48	whimsy2	2017-05-15	3.33333333333333	3
release	Darwin	v48	whimsy2	2017-05-22	5	1
release	Darwin	v49	12345	2016-11-07	4	1
release	Darwin	v49	heartbeat-by-user-first-impression	2016-10-10	5	1
release	Darwin	v49	heartbeat-by-user-first-impression	2016-10-11	5	2
release	Darwin	v49	heartbeat-by-user-first-impression	2016-10-12	4.66666666666667	3
release	Darwin	v49	heartbeat-by-user-first-impression	2016-10-13	3.83333333333333	6
release	Darwin	v49	heartbeat-by-user-first-impression	2016-10-14	4.8	5
release	Darwin	v49	heartbeat-by-user-first-impression	2016-10-15	4	2
release	Darwin	v49	heartbeat-by-user-first-impression	2016-10-16	3.5	2
release	Darwin	v49	heartbeat-by-user-first-impression	2016-10-17	3.75	4
release	Darwin	v49	heartbeat-by-user-first-impression	2016-10-18	3.5	4
release	Darwin	v49	heartbeat-by-user-first-impression	2016-10-19	4.66666666666667	3
release	Darwin	v49	heartbeat-by-user-first-impression	2016-10-21	5	1
release	Darwin	v49	heartbeat-by-user-first-impression	2016-10-22	1	1
release	Darwin	v49	heartbeat-by-user-first-impression	2016-10-25	4.5	2
release	Darwin	v49	heartbeat-by-user-first-impression	2016-10-26	4.5	2
release	Darwin	v49	heartbeat-by-user-first-impression	2016-10-27	5	1
release	Darwin	v49	heartbeat-by-user-first-impression	2016-10-28	5	1
release	Darwin	v49	heartbeat-by-user-first-impression	2016-10-31	5	2
release	Darwin	v49	heartbeat-by-user-first-impression	2016-11-01	5	1
release	Darwin	v49	heartbeat-by-user-first-impression	2016-11-02	4	2
release	Darwin	v49	heartbeat-by-user-first-impression	2016-11-05	4	1
release	Darwin	v49	heartbeat-by-user-first-impression	2016-11-06	4.75	4
release	Darwin	v49	heartbeat-by-user-first-impression	2016-11-07	5	2
release	Darwin	v49	heartbeat-by-user-first-impression	2016-11-08	4	1
release	Darwin	v49	heartbeat-by-user-first-impression	2016-11-09	5	3
release	Darwin	v49	heartbeat-by-user-first-impression	2016-11-10	4.5	2
release	Darwin	v49	heartbeat-by-user-first-impression	2016-11-12	5	1
release	Darwin	v49	heartbeat-by-user-first-impression	2016-11-13	5	2
release	Darwin	v49	heartbeat-by-user-first-impression	2016-11-15	4.5	2
release	Darwin	v49	heartbeat-by-user-first-impression	2016-11-16	4.8	5
release	Darwin	v49	heartbeat-by-user-first-impression	2016-11-17	4	1
release	Darwin	v49	heartbeat-by-user-first-impression	2016-11-18	4.33333333333333	3
release	Darwin	v49	heartbeat-by-user-first-impression	2016-11-19	5	1
release	Darwin	v49	heartbeat-by-user-first-impression	2016-11-20	5	1
release	Darwin	v49	heartbeat-by-user-first-impression	2016-11-21	4	1
release	Darwin	v49	heartbeat-by-user-first-impression	2016-11-23	5	1
release	Darwin	v49	heartbeat-by-user-first-impression	2016-11-24	4	1
release	Darwin	v49	heartbeat-by-user-first-impression	2016-11-28	1	1
release	Darwin	v49	heartbeat-by-user-first-impression	2016-11-29	5	1
release	Darwin	v49	heartbeat-by-user-first-impression	2016-12-02	5	1
release	Darwin	v49	heartbeat-by-user-first-impression	2016-12-08	5	1
release	Darwin	v49	heartbeat-by-user-first-impression	2016-12-11	5	1
release	Darwin	v49	heartbeat-by-user-first-impression	2016-12-16	5	1
release	Darwin	v49	heartbeat-by-user-first-impression	2016-12-19	5	1
release	Darwin	v49	heartbeat-by-user-first-impression	2016-12-20	5	2
release	Darwin	v49	heartbeat-by-user-first-impression	2016-12-21	4.5	2
release	Darwin	v49	heartbeat-by-user-first-impression	2016-12-24	3	1
release	Darwin	v49	heartbeat-by-user-first-impression	2016-12-25	5	1
release	Darwin	v49	heartbeat-by-user-first-impression	2016-12-26	5	1
release	Darwin	v49	heartbeat-by-user-first-impression	2016-12-28	5	1
release	Darwin	v49	heartbeat-by-user-first-impression	2016-12-29	5	1
release	Darwin	v49	heartbeat-by-user-first-impression	2016-12-31	5	2
release	Darwin	v49	heartbeat-by-user-first-impression	2017-01-03	4	1
release	Darwin	v49	heartbeat-by-user-first-impression	2017-01-06	3	2
release	Darwin	v49	heartbeat-by-user-first-impression	2017-01-08	5	1
release	Darwin	v49	heartbeat-by-user-first-impression	2017-01-09	4.5	2
release	Darwin	v49	heartbeat-by-user-first-impression	2017-01-10	5	1
release	Darwin	v49	heartbeat-by-user-first-impression	2017-01-15	4	1
release	Darwin	v49	heartbeat-by-user-first-impression	2017-02-01	4	1
release	Darwin	v49	heartbeat-survey-recruitment 	2016-10-10	5	1
release	Darwin	v49	heartbeat-survey-recruitment 	2016-10-13	4	2
release	Darwin	v49	heartbeat-survey-recruitment 	2016-10-14	5	1
release	Darwin	v49	heartbeat-survey-recruitment 	2016-10-15	2	1
release	Darwin	v49	heartbeat-survey-recruitment 	2016-10-17	4.33333333333333	3
release	Darwin	v49	heartbeat-survey-recruitment 	2016-10-18	5	1
release	Darwin	v49	heartbeat-survey-recruitment 	2016-10-19	4.5	2
release	Darwin	v49	heartbeat-survey-recruitment 	2016-10-20	4.67567567567568	37
release	Darwin	v49	heartbeat-survey-recruitment 	2016-10-21	4.16	50
release	Darwin	v49	heartbeat-survey-recruitment 	2016-10-22	3.95121951219512	41
release	Darwin	v49	heartbeat-survey-recruitment 	2016-10-23	4.35294117647059	34
release	Darwin	v49	heartbeat-survey-recruitment 	2016-10-24	4.29411764705882	34
release	Darwin	v49	heartbeat-survey-recruitment 	2016-10-25	3.4	5
release	Darwin	v49	heartbeat-survey-recruitment 	2016-10-26	4.58333333333333	24
release	Darwin	v49	heartbeat-survey-recruitment 	2016-10-27	4.20512820512821	39
release	Darwin	v49	heartbeat-survey-recruitment 	2016-10-28	4.25	36
release	Darwin	v49	heartbeat-survey-recruitment 	2016-10-29	4.23684210526316	38
release	Darwin	v49	heartbeat-survey-recruitment 	2016-10-30	4.27272727272727	33
release	Darwin	v49	heartbeat-survey-recruitment 	2016-10-31	4.2972972972973	37
release	Darwin	v49	heartbeat-survey-recruitment 	2016-11-01	4.60869565217391	23
release	Darwin	v49	heartbeat-survey-recruitment 	2016-11-02	4.6551724137931	29
release	Darwin	v49	heartbeat-survey-recruitment 	2016-11-03	4.175	40
release	Darwin	v49	heartbeat-survey-recruitment 	2016-11-04	4.73333333333333	15
release	Darwin	v49	heartbeat-survey-recruitment 	2016-11-07	3.95454545454545	22
release	Darwin	v49	heartbeat-survey-recruitment 	2016-11-08	4.42307692307692	52
release	Darwin	v49	heartbeat-survey-recruitment 	2016-11-09	3.9375	32
release	Darwin	v49	heartbeat-survey-recruitment 	2016-11-10	4.44444444444444	54
release	Darwin	v49	heartbeat-survey-recruitment 	2016-11-11	4	1
release	Darwin	v49	heartbeat-survey-recruitment 	2016-11-12	5	1
release	Darwin	v49	perf1	2017-04-04	5	1
release	Darwin	v49	perf1	2017-04-16	5	1
release	Darwin	v49	perf1	2017-04-25	2	1
release	Darwin	v49	perf1	2017-04-26	5	1
release	Darwin	v49	perf1	2017-05-16	5	1
release	Darwin	v49	perf2	2017-04-10	1	1
release	Darwin	v49	perf2	2017-04-13	5	1
release	Darwin	v49	perf2	2017-05-02	5	1
release	Darwin	v49	perf3	2017-04-24	5	1
release	Darwin	v49	perf3	2017-05-23	1	1
release	Darwin	v49	slow1	2017-04-04	1	1
release	Darwin	v49	slow1	2017-05-04	1	1
release	Darwin	v49	slow2	2017-04-09	5	1
release	Darwin	v49	slow2	2017-04-11	1	1
release	Darwin	v49	slow2	2017-04-12	1	1
release	Darwin	v49	slow2	2017-04-19	5	1
release	Darwin	v49	slow2	2017-05-21	2	1
release	Darwin	v49	tel-exp-1	2017-02-24	5	1
release	Darwin	v49	tel-exp-1	2017-02-25	2	2
release	Darwin	v49	tel-exp-1	2017-02-28	1	1
release	Darwin	v49	tel-exp-1	2017-03-01	4.66666666666667	3
release	Darwin	v49	tel-exp-2	2017-05-08	4	1
release	Darwin	v49	tel-exp-2	2017-05-10	5	1
release	Darwin	v49	tel-exp-2	2017-05-11	5	1
release	Darwin	v49	tel-exp-2	2017-05-16	3	1
release	Darwin	v49	tel-exp-2	2017-05-22	4.66666666666667	3
release	Darwin	v49	tel-exp-2	2017-05-23	5	3
release	Darwin	v49	whimsy1	2017-04-07	5	1
release	Darwin	v49	whimsy1	2017-05-04	5	1
release	Darwin	v49	whimsy2	2017-04-26	5	1
release	Darwin	v50	heartbeat-by-user-first-impression	2016-11-16	4	1
release	Darwin	v50	heartbeat-by-user-first-impression	2016-11-17	4.66666666666667	3
release	Darwin	v50	heartbeat-by-user-first-impression	2016-11-18	3.75	4
release	Darwin	v50	heartbeat-by-user-first-impression	2016-11-19	5	1
release	Darwin	v50	heartbeat-by-user-first-impression	2016-11-20	5	7
release	Darwin	v50	heartbeat-by-user-first-impression	2016-11-21	4.5	2
